name,CAS,LF,Standard,Dyetype,class,properties
"Name:C.I.Disperse Violet 6,C.I.61140",,,ISO,DisperseDye,Molecular Structure:  anthraquinones,"Properties and Applications:  red light purple. Soluble in acetone, ethanol, benzene, soluble fiber element, slightly soluble in special solvent, tao. The strong sulfuric acid for yellow brown, yellow light brown after diluted precipitation."
"Name:C.I.Disperse Violet 4,C.I.61105",,,ISO,DisperseDye,Molecular Structure:  anthraquinones,"Properties and Applications:  bright blue purple. Soluble in acetone and benzene, slightly soluble in ethanol, insoluble in linseed oil. The strong sulfuric acid for brown, diluted in red. And C.I.Solvent Violet 12 learn the same structure."
"Name:C.I.Disperse Violet 1 ,C.I.61100",,2,ISO,DisperseDye,Molecular Structure:  anthraquinones,"Properties and Applications:  bright purple. Soluble in acetone, ethanol, linseed oil and benzene. The strong sulfuric acid to dark brown light yellow, dilute solution after clearing."
Name:C.I.Disperse Red 370,,4-5,ISO,DisperseDye,Molecular Structure:  Azo class,Properties and Applications:  Brilliant blue light red
Name:C.I.Disperse Red 367,,4-5,ISO,DisperseDye,Molecular Structure:  Heterocycle class,Properties and Applications: 
"Name:C.I.Disperse Red 364,C.I.73300",,5,AATCC,DisperseDye,Molecular Structure:  Thioindigo class,"Properties and Applications:   Brilliant Fluorescent Pink. Soluble in ethanol for blue-ray red, soluble in dimethyl benzene in red. The strong sulfuric acid for colourful blue-ray red, blue with red after dilute the sediment of fluorescence; In alkaline solution for insurance powder red yellow; In the acidic solution for light yellow. And C.I. Vat Red 41  the same chemical structure."
Name:C.I.Disperse Red 362,,5,AATCC,DisperseDye,Molecular Structure: Centchroman class,Properties and Applications:Fluorescent Pink 
"Name:C.I.Disperse Red 356,C.I.571050",,4,ISO,DisperseDye,Molecular Structure:  Dibenzofuran class,Properties and Applications:  Bright red blue light. Superfine fiber is suitable for printing and dyeing.
Name:C.I.Disperse Red 349,,5,ISO,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:  red
Name:C.I.Disperse Red 343,,3-4,ISO,DisperseDye,Molecular Structure:  Single azo class,"Properties and Applications:  Brilliant blue light red.Dark red powder, insoluble in water. ‘s dyeing content is colourful red blue light, very bright color, hair color strength, high fastness performance is good, easy dyed dark. This article used in fine denier fiber dyeing, the strength of the dyes can reach 350 points."
"Name:C.I.Disperse Red 338,C.I.111430",,3-4,ISO,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:  brilliant blue light red.
"Name:C.I.Disperse Red 334,C.I.12225",,4,ISO,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:  Brilliant Red.
Name:C.I.Disperse Red 331,,4,ISO,DisperseDye,Molecular Structure: Azo class,Properties and Applications:  blu-ray red.
Name:C.I.Disperse Red 323,,4-5,AATCC,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:  blu-ray red.
Name:C.I.Disperse Red 322,,5,ISO,DisperseDye,Molecular Structure: ,Properties and Applications: 
Name:C.I.Disperse Red 321,,4-5,ISO,DisperseDye,Molecular Structure: ,Properties and Applications: 
"Name:C.I.Disperse Red 313,C.I.11138",,,AATCC,DisperseDye,Molecular Structure:  Single azo class,"Properties and Applications:  blu-ray red. Red powder blue. Used for high temperature and high pressure polyester melt dyeing, also can be used for polyester fabric printing. This product bright color, good performance, high strength, it is Disperse black 2B-SF spell as a component of the color. The product high concentrations of products are automobile use super bask in one of resistance dispersal dyes."
"Name:C.I.Disperse Red 305,C.I.113369",,5,AATCC,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:  Brilliant blue light red.
"Name:C.I.Disperse Red 303,C.I.71181",,4-5,ISO,DisperseDye,Molecular Structure:  fused ring class,Properties and Applications:  Fluorescence yellow light red
Name:C.I.Disperse Red 302,,3-4,ISO,DisperseDye,Molecular Structure:  anthraquinones,Properties and Applications: 
Name:C.I.Disperse Red 288,,4-5,ISO,DisperseDye,Molecular Structure:  anthraquinones,Properties and Applications:  Brilliant blue light red.
Name:C.I.Disperse Red 279,,4-5,ISO,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:  Brilliant Red.
"Name:C.I.Disperse Red 278,C.I.113386",,4-5,ISO,DisperseDye,Molecular Structure:  Single azo class,"Properties and Applications:  Brilliant Red,Used for polyester, polyester/cotton blended fabric dyeing and printing, especially for the active dyes and with plasma printing. Also suitable for polyester superfine fiber dyeing and printing."
"Name:C.I.Disperse Red 277,C.I.505720",,4-5,ISO,DisperseDye,Molecular Structure:  Centchroman class,"Properties and Applications:  Brilliant Red.. Used for polyester and blended fabric dyeing and printing. Using high temperature high pressure when dyeing good levelness, no splash; Used for knot dyeing and printing can hot melt or high temperature steam solid color, solid color rate is high. Can be used for the textile areas such as plastic color of light industrial products. Used for buttons, badge with sb on it and spraying the effect is very good. The dye is far higher than the color force general dispersal dyes, and also higher than that of other heterocyclic scattered dye, the color is gorgeous, together with has strong fluorescence, can be in the fabric dyeing and printing, have the effect that make the finishing point. Especially suitable for the curtain, tablecloth and decorative materials and tie, hooded dyeing."
Name:C.I.Disperse Red 258,,4-5,ISO,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:   blu-ray red.
Name:C.I.Disperse Red 257,,4-5,AATCC,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:  Dark blue red.
Name:C.I.Disperse Red 227,,3-4,ISO,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:   yellow light red.
Name:C.I.Disperse Red 225,,3-4,ISO,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:   blu-ray red.
Name:C.I.Disperse Red 224,,4,ISO,DisperseDye,Molecular Structure:  Single azo class,"Properties and Applications:  Brilliant yellow red,Brilliant  red."
Name:C.I.Disperse Red 221,,4,AATCC,DisperseDye,Molecular Structure:  Single azo class,"Properties and Applications:   Yellow light red powder. In dye in bath of iron, calcium, magnesium ions on color shade without the influence, a slight change of copper ions. Dyeing appropriate pH value for 4 ~ 6, dyeing and printing alkali not when. The dyes as bright red yellow light, suitable for indonesians;, the fastness is compatible, sublimation fastness is better, the levelness general. Carrier dyeing, performance is poor, the melt method suitable for temperature, should not be more than 220 ℃. Dye two vinegar fine performance is a bit poor, three vinegar fiber is fair. Not suitable for the polyamide fiber dyeing, in the dyeing performance on fiber is a bit poor. Can’t be printing the impression of the discharge."
"Name:C.I.Disperse Red 220,C.I. 12476",,,AATCC,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:  Brilliant Red light orange
"Name:C.I.Disperse Red 210,C.I. 11079",,4,ISO,DisperseDye,Molecular Structure:  Single azo class,"Properties and Applications:  Brilliant yellow red . Yellow light red powder. In dye bath of copper, iron ion in light of the impact is not big, dyeing appropriate pH value is 4 ~ 5, dyeing coverage of the poor, dyeing and printing alkaline resistance when is poor.This dye shade is yellow bright red, and the fastness is better, suitable for all kinds of dyeing methods, but levelness general. In dye two vinegar fiber and three vinegar fiber with colored light when polyester similar, can only dye light color. In dye nylon 6 and nylon 66, colored light and polyester similar, can only dyeing color. Can make polyester direct printing, also can be the impression of the polyester printing discharge."
Name:C.I.Disperse Red 207,,3-4,ISO,DisperseDye,Molecular Structure:  anthraquinones,Properties and Applications:  Brilliant blue light red.
Name:C.I.Disperse Red 206,,,AATCC,DisperseDye,Molecular Structure: ,Properties and Applications:  Brilliant blue light red.
Name:C.I.Disperse Red 205,,3-4,ISO,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:   yellow light red.
Name:C.I.Disperse Red 203,,3,ISO,DisperseDye,Molecular Structure: ,Properties and Applications:  Yellow red.red.
"Name:C.I.Disperse Red 202,C.I. 113373",,4,ISO,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:  red.
Name:C.I.Disperse Red 200,,4,ISO,DisperseDye,Molecular Structure:  Single azo class,"Properties and Applications:  Yellow red,Dark red powder. Used for polyester and their blended fabric dyeing."
"Name:C.I.Disperse Red 199,C.I. 73365",,4,ISO,DisperseDye,Molecular Structure:  Thioindigo class,"Properties and Applications:  bright pink to red blue light. In insurance powder in alkaline solution for yellow, acidic solution colorless. And C.I.Vat Red 2 the same chemical structure."
Name:C.I.Disperse Red 197,,4,ISO,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:  red
"Name:C.I.Disperse Red 196,C.I. 48310",,5,AATCC,DisperseDye,Molecular Structure:  Benzoindoles class,Properties and Applications:   yellow light red.
Name:C.I.Disperse Red 192,,,AATCC,DisperseDye,Molecular Structure:  anthraquinones,Properties and Applications:  blu-ray red. Used for belts.high-intensity polyester and three vinegar of fiber dyeing.
Name:C.I.Disperse Red 191,,,AATCC,DisperseDye,Molecular Structure:  375.37,Properties and Applications:  Brilliant red blue light
Name:C.I.Disperse Red 190,,,AATCC,DisperseDye,Molecular Structure:  anthraquinones,"Properties and Applications:  colourful red blue light. Used for polyester, vinegar fiber, three vinegar fiber dyeing."
Name:C.I.Disperse Red 189,,,AATCC,DisperseDye,Molecular Structure:  anthraquinones,Properties and Applications:  blue-ray red. Used for polyester and three vinegar of fiber dyeing.
Name:C.I.Disperse Red 188,,,AATCC,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:  Claret.
Name:C.I.Disperse Red 186,,,AATCC,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:  dark red yellow light
Name:C.I.Disperse Red 185,,4,ISO,DisperseDye,Molecular Structure:  amino ketone,Properties and Applications:  Bright red blue light. The dyeing and printing for polyester.
Name:C.I.Disperse Red 184,,5,ISO,DisperseDye,Molecular Structure:  Single azo class,"Properties and Applications:   blue-ray red, dark blue light red. Used for polyester, three vinegar of fiber dyeing and printing."
Name:C.I.Disperse Red 183,,5,ISO,DisperseDye,Molecular Structure:  Single azo class,"Properties and Applications:   yellow light red, red. Dark red powder, insoluble in water. Used for polyester and their blended fabric dyeing and printing, in polyester for red, can also be used for three vinegar fine for yellow light red. Suitable for all kinds of methods of dyeing, strong adaptability."
Name:C.I.Disperse Red 181,,4-5,AATCC,DisperseDye,Molecular Structure:  Single azo class,Properties and Applications:   red. The dyeing and printing for polyester.
"Name:C.I.Disperse Red 179,C.I. 112290",,4-5,AATCC,DisperseDye,Molecular Structure:  Single azo class,"Properties and Applications:  red light purple. Used for polyester fiber, vinegar and three vinegar fiber dyeing."
"Name:C.I.Disperse Red 177,C.I. 11122",,,AATCC,DisperseDye,Molecular Structure:  Single azo class,"Properties and Applications:  red. Red powder, insoluble in water, sunlight fastness general. Used for polyester and their blended fabric dyeing and printing, also can be used in the printing of the fiber vinegar, three vinegar fiber dyeing and printing of."
