index,PSMILES,Eat,Eea,Egb,Egc,Ei,Xc,eps,nc
2293.0,[*]NC(C)(C)C([*])=O,,,,6.1893,,,,
2294.0,[*]NC(C)(C)CC([*])=O,,,,5.5484,,,,
2295.0,[*]NC(C)(CC)C([*])=O,,,,5.7479,,,,
2296.0,[*]NC(C)(CCC)CC([*])=O,,,,6.1134,,,,
2297.0,[*]NC(C)=CC([*])=O,,,,3.6072,,,,
2298.0,[*]NC(C)C(=O)NC(C)C(=O)NC(C(=O)NC(C([*])=O)C(C)C)C(C)C,,,5.8867,5.7985,,,,
2299.0,[*]NC(C)C(=O)NC(C)C(=O)NCC([*])=O,,,,5.7884,,,,
2300.0,[*]NC(C)C(=O)NC(CCC(=O)OCC)C(=O)NCC([*])=O,,,,5.3361,,,,
2301.0,[*]NC(C)C(=O)NCC(=O)NCC(=O)NCC([*])=O,,,5.4756,5.9084,,,,
2302.0,[*]NC(C)C(=O)NCC([*])=O,,,,5.7945,,,,
2303.0,[*]NC(C)C(=O)NCCCC([*])=O,,,,5.7766,,,,
2304.0,[*]NC(C)C(=O)NCCCCCCCCCCC([*])=O,,,,5.8221,,,,
2305.0,[*]NC(C)C(C)(C)C([*])=O,,,,5.5547,,,,
2306.0,[*]NC(C)C(C)C([*])=O,,,,6.1482,,,,
2307.0,[*]NC(C)C([*])=O,,,,6.0729,,,,
2308.0,[*]NC(C)CC([*])=O,,,,5.711,,,,
2309.0,[*]NC(C)CCCCC([*])=O,,,,5.5854,,,,
2310.0,[*]NC(C)CNC(=O)C1CC1C([*])=O,,,,5.5051,,,,
2311.0,[*]NC(C)CNC(=O)NC(CCCCNC([*])=O)C(=O)OC,,,,5.7921,,,,
2312.0,[*]NC(C=C)CC([*])=O,,,,5.5439,,,,
2313.0,[*]NC(C=C1)=CC=C1C(=O)C(=S)[*],-6.27,4.0513,1.7009,2.378,6.3689,,5.95,2.2161
2314.0,[*]NC(C=C1)=CC=C1C(=O)C(C=C2)=CC=C2[*],-6.34,,,3.3853,,,,
2315.0,[*]NC(C=C1)=CC=C1C(=O)C(S2)=CC=C2[*],-6.29,2.4618,2.3459,2.9895,5.4547,,6.11,2.186
2316.0,[*]NC(C=C1)=CC=C1C(=O)O[*],-6.22,2.5642,3.977,4.3353,6.8988,,4.61,1.8988
2317.0,[*]NC(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],-6.23,3.0683,1.8785,2.322,5.3904,,6.72,2.3239
2318.0,[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)[*],-6.25,2.5787,2.3255,2.813,5.3872,,4.84,2.1003
2319.0,[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],-6.31,1.5312,2.9094,3.4269,4.7817,,4.29,2.0006
2320.0,[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],-6.26,1.8885,1.8733,2.8401,4.5131,,5.94,2.339
2321.0,[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2C[*],-6.15,1.1363,3.4971,4.0005,5.1363,,4.35,1.9585
2322.0,[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2O[*],-6.21,,3.4585,4.0962,,,4.41,1.9841
2323.0,[*]NC(C=C1)=CC=C1C(S2)=CC=C2C(=S)[*],-6.18,3.1722,1.4764,2.4476,5.6224,,6.84,2.4805
2324.0,[*]NC(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3[*],-6.26,1.9491,1.8163,2.7767,4.4871,,5.91,2.3449
2325.0,[*]NC(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],-6.18,1.6696,2.587,3.3427,4.896,,4.74,2.0981
2326.0,[*]NC(C=C1)=CC=C1NC(S2)=CC=C2[*],-6.11,1.0698,2.8374,3.8931,4.9639,,5.07,1.9889
2327.0,[*]NC(C=C1)=CC=C1NO[*],-5.91,,3.6275,3.151,,,4.2,1.8848
2328.0,[*]NC(C=C1)=CC=C1OC(=S)[*],-6.14,2.1606,3.2479,3.7435,5.9088,,4.5,1.9514
2329.0,[*]NC(C=C1)=CC=C1OC(C=C2)=CC=C2[*],-6.26,1.1501,3.2074,3.6519,4.8032,,4.38,1.9297
2330.0,[*]NC(C=C1)=CC=C1OC(S2)=CC=C2[*],-6.14,1.1598,3.4138,4.2211,5.3817,,4.14,1.9073
2331.0,[*]NC(CC(=O)OCCC)C([*])=O,,,,5.0074,,,,
2332.0,[*]NC(CC(=O)OCc1ccc(Cl)cc1)C([*])=O,,,,5.1636,,,,
2333.0,[*]NC(CC(=O)OCc1ccccc1)C([*])=O,,,,5.316,,,,
2334.0,[*]NC(CC(C)C)C([*])=O,,,,6.106,,,,
2335.0,[*]NC(CC(N)=O)C([*])=O,,,,5.5305,,,,
2336.0,[*]NC(CC([*])=O)C(=O)OC,,,,5.61,,,,
2337.0,[*]NC(CC([*])=O)C(=O)OCC,,,,5.9557,,,,
2338.0,[*]NC(CC([*])=O)C(=O)OCC(C)C,,,,6.1208,,,,
2339.0,[*]NC(CC([*])=O)C(=O)OCCCC,,,,6.151,,,,
2340.0,[*]NC(CC([*])=O)C(=O)OCCCCCC,,,,6.1077,,,,
2341.0,[*]NC(CC([*])=O)C(=O)OCCCCCCCC,,,,5.5889,,,,
2342.0,[*]NC(CC([*])=O)C(=O)OCCCCCCCCCCCC,,,,5.8778,,,,
2343.0,[*]NC(CC([*])=O)C(=O)OCCOC,,,,5.9247,,,,
2344.0,[*]NC(CC([*])=O)C(C)C,,,,5.9638,,,,
2345.0,[*]NC(CC([*])=O)c1ccccc1,,,,5.6573,,,,
2346.0,[*]NC(CCC(=O)OC)C([*])=O,,,,5.9283,,,,
2347.0,[*]NC(CCC(=O)OCCC)C([*])=O,,,,5.8843,,,,
2348.0,[*]NC(CCC(=O)OCCCC)C([*])=O,,,,5.5734,,,,
2349.0,[*]NC(CCC(=O)OCCCCCCCC)C([*])=O,,,,5.9976,,,,
2350.0,[*]NC(CCC(=O)OCCCCCCCCCC)C([*])=O,,,,,,2.92,,
2351.0,[*]NC(CCC(=O)OCCCCCCCCCCCC)C([*])=O,,,,,,11.27,,
2352.0,[*]NC(CCC(=O)OCCCCCCCCCCCCCC)C([*])=O,,,,,,22.28,,
2353.0,[*]NC(CCC(=O)OCCCCCCCCCCCCCCCC)C([*])=O,,,,,,30.47,,
2354.0,[*]NC(CCC(=O)OCCCCCCCCCCCCCCCCCC)C([*])=O,,,,,,36.87,,
2355.0,[*]NC(CCC(=O)OCCCl)C([*])=O,,,,5.9169,,,,
2356.0,[*]NC(CCC(=O)OCc1ccc(Cl)cc1)C([*])=O,,,,5.2897,,,,
2357.0,[*]NC(CCC(=O)OCc1ccc(F)cc1)C([*])=O,,,,4.6669,,,,
2358.0,[*]NC(CCC([*])=O)C(=O)O,,,,5.9301,,,,
2359.0,[*]NC(CCC([*])=O)C(=O)OC,,,,5.6456,,,,
2360.0,[*]NC(CCC([*])=O)C(=O)OCc1ccccc1,,,,5.1457,,,,
2361.0,[*]NC(CCCCN)C([*])=O,,,,5.1712,,,,
2362.0,[*]NC(CCCCNC(=O)CCCCC([*])=O)C(=O)O,,,,5.7987,,,,
2363.0,[*]NC(CCCCNC(=O)NCCCCCNC([*])=O)C(=O)OC,,,,5.5834,,,,
2364.0,[*]NC(CCCCNC(=O)NCCCNC([*])=O)C(=O)OC,,,,5.6996,,,,
2365.0,[*]NC(CCCCNC(=O)NCCNC([*])=O)C(=O)OC,,,,5.4494,,,,
2366.0,[*]NC(CCCCNC([*])=O)C(=O)OC,,,,6.2157,,,,
2367.0,[*]NC(CCCNC(=O)c1ccc(Br)cc1)C([*])=O,,,,4.6803,,,,
2368.0,[*]NC(CCCNC(=O)c1ccc(Cl)cc1)C([*])=O,,,,3.4369,,,,
2369.0,[*]NC(CCCNC(=O)c1ccc(F)cc1)C([*])=O,,,,4.7549,,,,
2370.0,[*]NC(CO)C([*])=O,,,,5.2646,,,,
2371.0,[*]NC(COC(C)=O)C([*])=O,,,,5.9781,,,,
2372.0,[*]NC(CSC(=O)OCc1ccccc1)C([*])=O,,,,5.0387,,,,
2373.0,[*]NC(CSSCc1ccccc1)C([*])=O,,,,4.9511,,,,
2374.0,[*]NC(Cc1c[nH]c2ccccc12)C([*])=O,,,,4.3631,,,,
2375.0,[*]NC(Cc1c[nH]cn1)C([*])=O,,,,5.0757,,,,
2376.0,[*]NC(Cc1ccc(O)cc1)C([*])=O,,,,4.9252,,,,
2377.0,[*]NC(Cc1ccc(OC(=O)OCc2ccccc2)cc1)C([*])=O,,,,4.9567,,,,
2378.0,[*]NC(Cc1ccccc1)C([*])=O,,,,5.5152,,,,
2379.0,[*]NC(S1)=CC=C1C(=O)C(=S)[*],-6.15,4.1937,1.4251,2.1167,6.311,,7.64,2.5145
2380.0,[*]NC(S1)=CC=C1C(=O)C(S2)=CC=C2[*],-6.18,3.0129,1.7108,2.2308,5.2456,,8.01,2.5062
2381.0,[*]NC(S1)=CC=C1C(=O)O[*],-6.14,2.6486,,3.3859,6.0364,,6.18,2.0928
2382.0,[*]NC(S1)=CC=C1C(=S)C(C=C2)=CC=C2[*],-6.15,2.9139,1.7781,2.3153,5.2303,,6.46,2.2999
2383.0,[*]NC(S1)=CC=C1C(=S)C(S2)=CC=C2[*],-6.0,3.5786,1.9993,1.6616,5.2424,,6.36,2.292
2384.0,[*]NC(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],-6.15,2.3374,2.3796,3.3567,5.6909,,5.47,2.2022
2385.0,[*]NC(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],-6.18,2.0751,1.6397,2.5627,4.3893,,6.83,2.4847
2386.0,[*]NC(S1)=CC=C1C(S2)=CC=C2C(=O)[*],-6.22,2.9191,1.9451,2.263,5.182,,7.09,2.393
2387.0,[*]NC(S1)=CC=C1C(S2)=CC=C2C(=S)[*],-6.05,3.3026,1.9074,2.0192,5.3242,,8.62,2.7581
2388.0,[*]NC(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],-6.09,2.2798,1.5003,2.2573,4.3058,,7.17,2.5509
2389.0,[*]NC(S1)=CC=C1C(S2)=CC=C2C[*],-5.92,1.6017,2.8559,3.3296,4.9311,,4.54,1.9938
2390.0,[*]NC(S1)=CC=C1NC(=S)[*],-5.89,2.2133,2.1538,2.9073,5.1241,,5.78,2.19
2391.0,[*]NC(S1)=CC=C1NC(S2)=CC=C2[*],-5.96,1.4393,3.4208,2.5847,4.0261,,4.34,1.9478
2392.0,[*]NC(S1)=CC=C1OC(=S)[*],-5.92,2.3032,2.6588,3.3542,5.6596,,5.02,2.0409
2393.0,[*]NC(S1)=CC=C1OC(S2)=CC=C2[*],-5.99,1.1067,3.9124,4.3883,5.4925,,4.14,1.9001
2394.0,[*]NC(c1ccccc1)C(C)(C)C([*])=O,,,,5.5513,,,,
2395.0,[*]NC1(F)CC(C(F)F)C([*])C(F)(F)C1F,,,,6.3292,,,,
2396.0,[*]NC1=CC(=O)C([*])=CC1=O,,,,1.9466,,,,
2397.0,[*]NC1CC(C)(C)CC(C)(CNC(=O)CCCCC([*])=O)C1,,,,5.6216,,,,
2398.0,[*]NC1CC(C2(C)OC(O)OC(C)NC2=O)C(F)(N(C([*])O)C(F)F)O1,,,,5.6343,,,,
2399.0,[*]NC1CC(CCC([*])=O)C1(C)C,,,,5.7546,,,,
2400.0,[*]NC1CC1NC(=O)C1CC1C([*])=O,,,,5.9042,,,,
2401.0,[*]NC1CCC(CC(C)(C)NC(=O)CCCCC([*])=O)CC1,,,,5.8982,,,,
2402.0,[*]NC1CCC(CC2CCC(NC(=O)CCCCC([*])=O)CC2)CC1,,,,5.6991,,,,
2403.0,[*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCC([*])=O)CC2)CC1,,,,5.8072,,,,
2404.0,[*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC([*])=O)CC2)CC1,,,,5.7012,,25.59,,
2405.0,[*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC([*])=O)CC2)CC1,,,,,,12.75,,
2406.0,[*]NC1CCC(CCC2CCC(NC(=O)CCCCCCCCCCC([*])=O)CC2)CC1,,,,5.7235,,,,
2407.0,[*]NC1CCCC1C([*])=O,,,6.4002,5.8804,,,,
2408.0,[*]NC1NN(C(C([*])O)(C(F)(F)F)C(O)(Cl)C2(F)OC(O)C(O)C2O)O1,,,,5.0077,,,,
2409.0,[*]NCc1cc(C(=O)O)cc(CNc2nc(-c3csc([*])n3)cs2)c1N,,,,3.7145,,,,
2410.0,[*]NNC(=O)C(=O)NNC(=O)CCCCC([*])=O,,,,4.5812,,,,
2411.0,[*]NNC(=O)C(=O)NNC(=O)CCCCCCCC([*])=O,,,3.7266,4.4307,,,,
2412.0,[*]NNC(=O)C([*])=O,,,,5.5325,,,,
2413.0,[*]NNC(=O)C1CCC(C(=O)NNC(=O)CCCCC([*])=O)CC1,,,,4.9352,,,,
2414.0,[*]NNC(=O)C=CC(=O)Nc1ccc(NC(=O)C=CC([*])=O)cc1,,,,3.0373,,,,
2415.0,[*]NNC(=O)CCC(=O)NNC(=O)CCCCC([*])=O,,,,5.7153,,,,
2416.0,[*]NNC(=O)CCC(=O)NNC(=O)CCCCCCCCC([*])=O,,,,5.7186,,,,
2417.0,[*]NNC(=O)CCCCC(=O)NNC(=O)CCCCCCCCC([*])=O,,,,5.6341,,,,
2418.0,[*]NNC(=O)CCCCC([*])=O,,,,5.6711,,,,
2419.0,[*]NNC(=O)CCCCCCCC(=O)NNC(=O)CCCCCCCCC([*])=O,,,,6.2535,,,,
2420.0,[*]NNC(=O)CCCCCCCCC([*])=O,,,,6.0464,,,,
2421.0,[*]NNC(=O)CCCCCCCCCCCC([*])=O,,,,5.7041,,,,
2422.0,[*]NNC(=O)CCCCCCCCCCCCCCCCC([*])=O,,,,5.9847,,,,
2423.0,[*]NNC(=O)c1ccc(C(=O)NNC(=O)CCCCC([*])=O)cc1,,,,4.3653,,,,
2424.0,[*]NNC(=O)c1ccc(C(=O)NNC(=S)c2cccc(C([*])=S)c2)cc1,,,,3.5899,,,,
2425.0,[*]NNC(=O)c1ccc(C([*])=O)cc1,,,,4.8451,,,,
2426.0,[*]NNC(=O)c1ccc(C([*])=O)cc1OCCCCCCCC,,,,4.1277,,,,
2427.0,[*]NNC(=O)c1ccc(C([*])=O)cc1OCCCCCCCCCC,,,,4.1107,,,,
2428.0,[*]NNC(=O)c1ccc(NC(=O)c2ccc(C([*])=O)cc2)c(O)c1,,,,3.6452,,,,
2429.0,[*]NNC(=O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(C([*])=O)cc2)cc1,,,,4.754,,,,
2430.0,[*]NNC(=O)c1cccc(C(=O)NNC(=O)C([*])=O)c1,,,,4.3275,,,,
2431.0,[*]NNC(=O)c1cccc(C(=O)NNC(=O)CCCCCCCCC([*])=O)c1,,,,4.5398,,,,
2432.0,[*]NNC(=O)c1cccc(C(=O)NNC(=S)c2cccc(C([*])=S)c2)c1,,,,3.2068,,,,
2433.0,[*]NNC(=O)c1cccc(C([*])=O)c1,,,,5.0927,,,,
2434.0,[*]NNC(=S)c1ccc(C([*])=S)cc1,,,,3.4154,,,,
2435.0,[*]NOC(=O)O[*],-5.77,1.6985,5.0089,6.2663,7.9654,,4.3,1.7479
2436.0,[*]NOC(=S)O[*],-5.2,2.7178,3.7133,4.8496,7.5682,,5.13,1.942
2437.0,[*]NOC(C=C1)=CC=C1O[*],-5.98,,4.5587,,,,4.11,1.8691
2438.0,[*]NS(=O)Nc1cccc([*])n1,,,,4.5634,,,,
2439.0,[*]Nc1c(Br)cc(C([*])=O)cc1Br,,,,3.8726,,,,
2440.0,[*]Nc1c(Br)cc([*])cc1Br,,,,4.3604,,,,
2441.0,[*]Nc1c(C)c(C)c(C(=O)c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)c(C)c1C,,,,3.4801,,,,
2442.0,[*]Nc1c(Cl)cc(C([*])=O)cc1Cl,,,,3.9189,,,,
2443.0,[*]Nc1c(Cl)cc([*])cc1Cl,,,,4.3983,,,,
2444.0,[*]Nc1c(F)c(F)c(-c2ccc3cc(-c4ccc5c(c4)C(=O)N(c4cccc([*])c4)C5=O)ccc3c2)c(F)c1F,,,,2.918,,,,
2445.0,[*]Nc1c(I)cc(C([*])=O)cc1I,,,,3.842,,,,
2446.0,[*]Nc1c(OC)cc([*])cc1OC,,,,3.4275,,,,
2447.0,[*]Nc1c([2H])c([2H])c([*])c([2H])c1[2H],,,,3.3666,,,,
2448.0,[*]Nc1cc(-c2ccc(-c3ccc4nc5c6cccc7c([*])ccc(c(=O)n5c4c3)c76)cc2)ccc1O,,,,2.3966,,,,
2449.0,[*]Nc1cc(Br)c([*])cc1Br,,,,3.1464,,,,
2450.0,[*]Nc1cc(C(c2ccc(O)c(NC(=O)c3ccc(C([*])=O)cc3)c2)(C(F)(F)F)C(F)(F)F)ccc1O,,,,3.6515,,,,
2451.0,[*]Nc1cc(C(c2ccc(O)c(NC(=O)c3ccc4cc(C([*])=O)ccc4c3)c2)(C(F)(F)F)C(F)(F)F)ccc1O,,,,3.7695,,,,
2452.0,[*]Nc1cc(C)c([*])cc1C,,,,3.9275,,,,
2453.0,[*]Nc1cc(Cl)c([*])cc1Cl,,,,3.1744,,,,
2454.0,[*]Nc1cc(F)c([*])cc1F,,,,3.4723,,,,
2455.0,[*]Nc1cc(NC(=O)NCCCCCCNC([*])=O)ccc1C,,,,4.7413,,,,
2456.0,[*]Nc1cc(NC(=O)Nc2ccc(NC([*])=O)cc2)cc(C(=O)Nc2cccc3c2C(=O)c2ccccc2C3=O)c1,,,,2.5826,,,,
2457.0,[*]Nc1cc(NC(=O)c2ccc(-c3ccc(C([*])=O)cc3)cc2)cc(C(=O)OCCOc2ccc(C=CC(=O)c3ccccc3)cc2)c1,,,,3.5149,,,,
2458.0,[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)c(N)cc1N,,,,2.9313,,,,
2459.0,[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)cc(C(=O)OCCOc2ccc(C=CC(=O)c3ccccc3)cc2)c1,,,,3.1709,,,,
2460.0,[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)ccc1Cl,,,,3.7621,,,,
2461.0,[*]Nc1cc(NC(=O)c2ccc3cc(C([*])=O)ccc3c2)cc(C(=O)OCCOc2ccc(C=CC(=O)c3ccccc3)cc2)c1,,,,2.7406,,,,
2462.0,[*]Nc1cc(NC(=O)c2cccc(C([*])=O)c2)c(N)cc1N,,,,3.509,,,,
2463.0,[*]Nc1cc(NC(=O)c2ccccc2C([*])=O)cc(-c2nnc(-c3ccccn3)o2)c1,,,,3.5021,,,,
2464.0,[*]Nc1cc(OC)c([*])cc1OC,,,,3.2172,,,,
2465.0,[*]Nc1cc(OCC)c([*])cc1OCC,,,,3.3635,,,,
2466.0,[*]Nc1cc([*])ccc1C,,,,4.116,,,,
2467.0,[*]Nc1cc([*])ccc1CCCCCC,,,,4.1073,,,,
2468.0,[*]Nc1cc([*])ccc1CCCCCCCCCCCC,,,,4.025,,,,
2469.0,[*]Nc1cc([*])ccc1N,,,,3.7339,,,,
2470.0,[*]Nc1cc2cccc3c([*])cc4cccc1c4c23,,,,2.4353,,,,
2471.0,[*]Nc1ccc(-c2ccc(NC(=C(C#N)C#N)c3ccc(-c4ccc(C([*])=C(C#N)C#N)cc4)cc3)cc2)cc1,,,,2.7741,,,,
2472.0,[*]Nc1ccc(-c2ccc(NC(=O)CCCCCCCCC([*])=O)c(O)c2)cc1O,,,,3.9935,,,,
2473.0,[*]Nc1ccc(-c2ccc(NC(=O)c3cc(C(=O)O)c(C([*])=O)cc3C(=O)O)cc2)cc1,,,,3.2555,,,,
2474.0,[*]Nc1ccc(-c2ccc(NC(=O)c3cc(C([*])=O)cc(S(=O)(=O)c4ccccc4)c3)cc2)cc1,,,2.4795,3.1781,,,,
2475.0,[*]Nc1ccc(-c2ccc(NC(=O)c3cc(NC(=O)c4ccncc4)cc(C([*])=O)c3)cc2)cc1,,,,3.2688,,,,
2476.0,[*]Nc1ccc(-c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,,,,3.3951,,,,
2477.0,[*]Nc1ccc(-c2ccc(NC(=O)c3cccc(C([*])=O)c3)c(S)c2)cc1S,,,,3.6358,,,,
2478.0,[*]Nc1ccc(-c2ccc(NC(=O)c3cccc(C([*])=O)c3)cc2)cc1,,,,3.4939,,,,
2479.0,[*]Nc1ccc(-c2ccc(NC3=CC(=O)C([*])=CC3=O)cc2)cc1,,,,2.1114,,,,
2480.0,[*]Nc1ccc(-c2ccc(Nc3ccc4c(c3)c3cc([*])ccc3n4CC(CC)CCCC)cc2)cc1,,,,3.3558,,,,
2481.0,[*]Nc1ccc(-c2ccc([*])cc2)c(C)c1,,,,3.3791,,,,
2482.0,[*]Nc1ccc(Br)cc1-c1ccc(NC(=O)c2ccc(C([*])=O)cc2)cc1,,,2.9894,3.4431,,,,
2483.0,[*]Nc1ccc(C#Cc2ccc(C([*])=O)cc2)cc1,,,,2.946,,,,
2484.0,[*]Nc1ccc(C#Cc2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,,,,2.8111,,,,
2485.0,[*]Nc1ccc(C(=O)c2c(C)c(C)c(C(=O)c3ccc(NC(=O)c4ccc(C([*])=O)cc4)cc3)c(C)c2C)cc1,,,,3.4851,,,,
2486.0,[*]Nc1ccc(C(=O)c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,,,,3.6944,,,,
2487.0,[*]Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C([*])=O)cc(N4C(=O)C5C6CCC(C6)C5C4=O)c3)cc2)cc1,,,,4.0843,,,,
2488.0,[*]Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C([*])=O)cc(N4C(=O)C5CC=CCC5C4=O)c3)cc2)cc1,,,,3.5748,,,,
2489.0,[*]Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C([*])=O)cc(S(=O)(=O)c4ccccc4)c3)cc2)cc1,,,,3.3259,,,,
2490.0,[*]Nc1ccc(C([*])=O)cc1,,,,3.7503,,,,
2491.0,[*]Nc1ccc(C2(c3ccc(NC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1,,,,3.2149,,,,
2492.0,[*]Nc1ccc(C=Cc2ccc(NC(=C(C#N)C#N)c3ccc(C([*])=C(C#N)C#N)cc3)cc2)cc1,,,,2.0414,,,,
2493.0,[*]Nc1ccc(CC(C)(C)NC(=O)CCCCCCCCC([*])=O)cc1,,,,4.455,,,,
2494.0,[*]Nc1ccc(Cc2ccc(NC(=O)c3cc(C([*])=O)cc(N4C(=O)C5C6CCC(C6)C5C4=O)c3)cc2)cc1,,,,3.4808,,,,
2495.0,[*]Nc1ccc(Cc2ccc(NC(=O)c3cc(C([*])=O)cc(N4C(=O)C=CC4=O)c3)cc2)cc1,,,2.0738,2.1937,,,,
2496.0,[*]Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)c4ccncc4)cc(C([*])=O)c3)cc2)cc1,,,,3.497,,,,
2497.0,[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,,,,3.2294,,,,
2498.0,[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C([*])=O)cc4)cc3)cc2)cc1,,,,3.0916,,,,
2499.0,[*]Nc1ccc(NC(=O)C=CC([*])=O)cc1,,,,2.7273,,,,
2500.0,[*]Nc1ccc(NC(=O)C=Cc2ccc(C=CC([*])=O)cc2)cc1,,,,3.0305,,,,
2501.0,[*]Nc1ccc(NC(=O)CCC([*])=O)cc1,,,,4.4554,,,,
2502.0,[*]Nc1ccc(NC(=O)CCCC([*])=O)cc1,,,,3.9291,,,,
2503.0,[*]Nc1ccc(NC(=O)CCCCC([*])=O)cc1,,,,4.5219,,,,
2504.0,[*]Nc1ccc(NC(=O)CCCCCC([*])=O)cc1,,,,4.5224,,,,
2505.0,[*]Nc1ccc(NC(=O)CCCCCCC([*])=O)cc1,,,,4.498,,,,
2506.0,[*]Nc1ccc(NC(=O)CCCCCCCC([*])=O)cc1,,,,4.5152,,,,
2507.0,[*]Nc1ccc(NC(=O)CCCCCCCCC([*])=O)cc1,,,,4.5375,,,,
2508.0,[*]Nc1ccc(NC(=O)c2c(F)c(F)c(C([*])=O)c(F)c2F)cc1,,,,3.3309,,,,
2509.0,[*]Nc1ccc(NC(=O)c2cc(C([*])=O)c(C(=O)O)cc2C(=O)O)cc1,,,,3.0773,,,,
2510.0,[*]Nc1ccc(NC(=O)c2cc(NC(=O)c3ccc(NC(=O)C(C)N4C(=O)c5ccccc5C4=O)cc3)cc(C([*])=O)c2)cc1C,,,,2.319,,,,
2511.0,[*]Nc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C([*])=O)c2)cc1,,,,3.3958,,,,
2512.0,[*]Nc1ccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C([*])=O)c2)cc1,,,2.9949,3.6703,,,,
2513.0,[*]Nc1ccc(NC(=O)c2cc(SCCCCCCCC)c(C([*])=O)cc2SCCCCCCCC)cc1,,,,2.9501,,,,
2514.0,[*]Nc1ccc(NC(=O)c2ccc(C(=O)c3ccc(C([*])=O)c(C(=O)O)c3)cc2C(=O)O)cc1,,,,3.0554,,,,
2515.0,[*]Nc1ccc(NC(=O)c2ccc(C([*])=O)cc2)cc1,,,,3.2673,,,,
2516.0,[*]Nc1ccc(NC(=O)c2ccc(C([*])=O)cc2F)cc1F,,,,3.5151,,,,
2517.0,[*]Nc1ccc(NC(=O)c2ccc(NC(=O)c3cc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc(C([*])=O)c3)cc2)cc1,,,,3.1839,,,,
2518.0,[*]Nc1ccc(NC(=O)c2ccc(NC(=O)c3ccc([Si](C)(C)c4ccc(C(=O)Nc5ccc(C([*])=O)cc5)cc4)cc3)cc2)cc1,,,,3.1752,,,,
2519.0,[*]Nc1ccc(NC(=O)c2cccc(C([*])=O)c2)cc1,,,,3.551,,,,
2520.0,[*]Nc1ccc(NC(=S)NC(=O)c2ccc(C(=O)NC([*])=S)cc2)cc1,,,,2.6945,,,,
2521.0,[*]Nc1ccc(NC(=S)NC(=O)c2cccc(C(=O)NC([*])=S)c2)cc1,,,,3.3129,,,,
2522.0,[*]Nc1ccc(Nc2ccc([*])cc2)cc1C(=O)O,,,,2.6737,,,,
2523.0,[*]Nc1ccc([*])c(Cl)c1Cl,,,,4.4048,,,,
2524.0,[*]Nc1ccc([*])c2cc3ccccc3cc12,,,,2.1612,,,,
2525.0,[*]Nc1ccc([*])c2ccccc12,,,,2.8917,,,,
2526.0,[*]Nc1ccc([*])cc1,-6.21,0.9827,2.3603,4.0074,4.9916,,5.52,2.124
2527.0,[*]Nc1ccc([*])cc1Br,,,,3.3506,,,,
2528.0,[*]Nc1ccc([*])cc1C,,,,3.5769,,,,
2529.0,[*]Nc1ccc([*])cc1C(C)CC,,,,3.553,,,,
2530.0,[*]Nc1ccc([*])cc1CCCCCCCCCCCCCCC,,,,3.3286,,,,
2531.0,[*]Nc1ccc([*])cc1CO,,,,3.7131,,,,
2532.0,[*]Nc1ccc([*])cc1Cl,,,,4.3667,,,,
2533.0,[*]Nc1ccc([*])cc1F,,,,3.5047,,,,
2534.0,[*]Nc1ccc([*])cc1I,,,,4.4168,,,,
2535.0,[*]Nc1ccc([*])cc1N,,,,4.2366,,,,
2536.0,[*]Nc1ccc([*])cc1O,,,,3.4121,,,,
